2	2.0340851522177414e-08	1.9424082398717035e-08
2.2	1.8403551769005417e-08	2.0620274290773044e-08
2.4200000000000004	1.664736597125048e-08	2.1928409395632593e-08
2.662000000000001	1.5055233311071837e-08	2.3357911730783447e-08
2.9282000000000012	1.3611705137107807e-08	2.4918792395199265e-08
3.2210200000000015	1.2302794186235293e-08	2.6621634821665218e-08
3.543122000000002	1.1115837935020875e-08	2.8477564485764123e-08
3.897434200000003	1.0039374685459793e-08	3.0498199165013863e-08
4.287177620000003	9.063031150964674e-09	3.2695575178695534e-08
4.715895382000004	8.177420498700667e-09	3.508204454138076e-08
5.187484920200005	7.374049990421901e-09	3.767013788423685e-08
5.706233412220006	6.645237470959739e-09	4.047238842123298e-08
6.276856753442007	5.9840359235006e-09	4.3501112829282084e-08
6.9045424287862085	5.38416518791089e-09	4.676814505518051e-08
7.59499667166483	4.839949868034642e-09	5.028451847009836e-08
8.354496338831312	4.346262560106573e-09	5.406009104456626e-08
9.189945972714444	3.898471803998291e-09	5.810310864274946e-08
10.108940569985888	3.4923944539195378e-09	6.241970448941154e-08
11.119834626984478	3.1242523096733063e-09	6.701333840137923e-08
12.231818089682926	2.790632701708927e-09	7.188418381645916e-08
13.45499989865122	2.4884523452297594e-09	7.702846646075448e-08
14.800499888516343	2.21492368958033e-09	8.243774639425955e-08
16.280549877367978	1.9675236782624435e-09	8.809813734889484e-08
17.908604865104778	1.7439655849965732e-09	9.398948778030888e-08
19.699465351615256	1.542174282533586e-09	1.0008457648840507e-07
21.669411886776782	1.3602644790292865e-09	1.0634837712780996e-07
23.83635307545446	1.19652079684344e-09	1.1273740088840612e-07
26.219988382999908	1.0493788343981525e-09	1.1919906875403314e-07
28.841987221299902	9.174080888070572e-10	1.25671157965461e-07
31.726185943429897	7.992973383123472e-10	1.3208142849273767e-07
34.89880453777289	6.938414397554934e-10	1.3834736855955584e-07
38.38868499155018	5.999295587273775e-10	1.4437603461413082e-07
42.2275534907052	5.165362615460724e-10	1.500643475095305e-07
46.45030883977572	4.427143822448118e-10	1.552999843313993e-07
51.0953397237533	3.7758799906781467e-10	1.59962609329054e-07
56.20487369612863	3.2034564370302384e-10	1.6392529028551882e-07
61.8253610657415	2.7023487377501294e-10	1.67056423801349e-07
68.00789717231565	2.2655944557421777e-10	1.6922341110474453e-07
74.80868688954722	1.8867696533878476e-10	1.702981852174582e-07
82.28955557850195	1.5599512184169135e-10	1.701635004417081e-07
90.51851113635215	1.2796858675703223e-10	1.6872127693374584e-07
99.57036224998737	1.0409668780088912e-10	1.6590410972703485e-07
109.52739847498611	8.392021446306231e-11	1.6168861352581832e-07
120.48013832248473	6.701770199539993e-11	1.5610988322779134e-07
132.52815215473322	5.3001435863054847e-11	1.4927557355131414e-07
145.78096737020655	4.1512592808754994e-11	1.4137433158308468e-07
160.35906410722723	3.221656153801801e-11	1.3267411437849946e-07
176.39497051794996	2.47993500665879e-11	1.2350596446905407e-07
194.03446756974498	1.8965542990280844e-11	1.1422881334502443e-07
213.4379143267195	1.4439496530598638e-11	1.0518294473905733e-07
234.78170575939146	1.0968862913430599e-11	9.663981708860135e-08
258.2598763353306	8.329650564452125e-12	8.87644696719517e-08
284.0858639688637	6.3303603996139824e-12	8.159694044122904e-08
312.4944503657501	4.813686513773911e-12	7.505335345859919e-08
343.7438954023251	3.655320422449194e-12	6.894093407111392e-08
378.11828494255764	2.7609804782024246e-12	6.299206969681959e-08
415.93011343681343	2.0628727890463153e-12	5.6934591272113184e-08
457.5231247804948	1.5159306432765404e-12	5.061436081105381e-08
503.27543725854434	1.0927809217275911e-12	4.413943659213946e-08
553.6029809843989	7.761843863125502e-13	3.7928498772087426e-08
608.9632790828388	5.501311506888527e-13	3.25222934724102e-08
669.8596069911227	3.9426687240488e-13	2.819849001502472e-08
736.845567690235	2.856212519795642e-13	2.4714543802788102e-08
810.5301244592586	2.0545289527989316e-13	2.1508305861749252e-08
891.5831369051845	1.443215232645545e-13	1.827939253966907e-08
980.741450595703	9.999519221128773e-14	1.5323250807467867e-08
1078.8155956552735	7.011586179831391e-14	1.2999696699253454e-08
1186.6971552208008	4.9513026225749884e-14	1.1106704574380775e-08
1305.366870742881	3.4339938564327344e-14	9.320031713642636e-09
1435.9035578171693	2.3676581753359845e-14	7.774850121623663e-09
1579.4939135988864	1.6471335281234628e-14	6.54424761883447e-09
1737.4433049587751	1.1338965504041608e-14	5.450856381136411e-09
1911.1876354546528	7.803730560036498e-15	4.538958692578788e-09
2102.3063990001183	5.365219161158008e-15	3.775775411237014e-09
2312.5370389001305	3.677963167290869e-15	3.1317902052970517e-09
2543.7907427901437	2.519250522482204e-15	2.5955233947270412e-09
2798.1698170691584	1.7238078307154823e-15	2.14888064973956e-09
